job_title,industry,job_status,ai_impact_level,median_salary_usd,required_education,experience_required_years,job_openings_2024,projected_openings_2030,remote_work_ratio_percent,automation_risk_percent,location,gender_diversity_percent,growth_rate,risk_category
Health service manager,Education,Increasing,Moderate,109893.39,Associate Degree,7,2214,3221,52.37,98.7,India,60.35,45.483288166215,High
Planning and development surveyor,Finance,Decreasing,High,120998.27,PhD,7,9965,5384,73.99,70.91,Canada,59.41,-45.97089814350226,High
Estate agent,Manufacturing,Decreasing,High,129191.86,Bachelor’s Degree,19,5930,1998,19.42,29.27,USA,38.27,-66.30691399662732,Low
"Scientist, research (life sciences)",Manufacturing,Decreasing,Moderate,30183.23,High School,13,1702,3499,53.44,32.95,China,36.23,105.58166862514689,Low
"Surveyor, mining",Transportation,Increasing,High,133839.11,Bachelor’s Degree,3,4087,6573,77.49,97.02,USA,21.32,60.82701247859066,High
"Producer, radio",IT,Increasing,Moderate,149177.06,Bachelor’s Degree,2,6372,7684,91.13,96.09,Brazil,22.37,20.59008160703076,High
"Engineer, materials",Healthcare,Decreasing,High,128939.27,Bachelor’s Degree,3,4674,940,90.24,35.11,Australia,69.63,-79.88874625588362,Low
"Surveyor, insurance",Transportation,Decreasing,High,34467.8,PhD,11,8595,2356,90.03,73.46,UK,48.23,-72.58871436881908,High
Ceramics designer,Transportation,Increasing,Low,48498.17,Master’s Degree,10,166,4234,31.04,59.56,China,24.35,2450.602409638554,Medium
Public librarian,Manufacturing,Decreasing,High,112694.29,Bachelor’s Degree,0,7127,786,41.21,38.49,Germany,31.11,-88.97151676722324,Low
Drilling engineer,Finance,Decreasing,Moderate,117168.13,Master’s Degree,19,1803,6270,14.21,64.99,UK,73.77,247.75374376039935,Medium
Economist,IT,Increasing,Low,85839.95,Master’s Degree,7,370,8428,16.21,20.95,USA,24.91,2177.837837837838,Low
Electronics engineer,Entertainment,Decreasing,Moderate,41568.32,Associate Degree,7,1641,8446,9.91,20.58,India,48.74,414.6861669713589,Low
Farm manager,Healthcare,Decreasing,Moderate,122482.55,Bachelor’s Degree,18,6336,9949,25.45,87.64,Australia,69.66,57.02335858585859,High
Location manager,Transportation,Increasing,Low,128987.36,High School,10,316,6617,43.49,87.46,UK,71.1,1993.987341772152,High
Amenity horticulturist,Education,Increasing,High,144279.99,High School,6,581,6806,16.19,11.67,Germany,71.64,1071.4285714285713,Low
Special educational needs teacher,Education,Increasing,Low,103008.1,Bachelor’s Degree,20,9655,8179,14.69,97.36,Brazil,23.19,-15.28741584671155,High
Mental health nurse,Education,Decreasing,High,63364.07,PhD,8,9737,3603,51.88,81.05,Brazil,24.48,-62.9968162678443,High
Hydrologist,Transportation,Increasing,Low,106420.71,Bachelor’s Degree,20,6636,6527,1.66,49.82,Canada,40.94,-1.642555756479807,Medium
Bonds trader,Manufacturing,Increasing,Moderate,129374.84,Associate Degree,18,7815,9402,75.29,70.53,India,79.53,20.307101727447215,High
Product manager,Healthcare,Increasing,Low,123066.75,PhD,2,9481,4889,56.0,63.09,China,22.03,-48.43370952431178,Medium
"Production assistant, television",Entertainment,Increasing,Low,109282.35,Associate Degree,3,994,1417,24.76,4.89,China,55.65,42.55533199195171,Low
Minerals surveyor,Finance,Increasing,Moderate,49382.62,Bachelor’s Degree,1,3742,4073,79.82,91.02,India,38.2,8.845537145911278,High
"Engineer, chemical",Finance,Increasing,Moderate,66741.46,Master’s Degree,13,2992,3517,62.79,5.14,Canada,46.21,17.546791443850267,Low
Environmental health practitioner,Healthcare,Increasing,Low,99117.62,High School,18,765,3065,85.55,40.52,Germany,77.9,300.65359477124184,Medium
Investment analyst,Entertainment,Increasing,Low,130282.87,Master’s Degree,14,3230,2863,37.1,84.85,Brazil,33.92,-11.362229102167182,High
Media buyer,Healthcare,Increasing,High,104463.36,PhD,4,4375,6430,31.99,89.55,China,37.56,46.97142857142857,High
Aeronautical engineer,IT,Decreasing,Moderate,49214.16,PhD,8,419,6273,77.76,32.14,Canada,75.99,1397.1360381861575,Low
"Teacher, early years/pre",Healthcare,Decreasing,Low,123289.32,Master’s Degree,18,6949,1766,10.19,40.26,Germany,67.83,-74.58627140595769,Medium
"Librarian, public",Entertainment,Increasing,Moderate,40138.82,High School,14,4461,3641,18.31,81.81,USA,53.25,-18.381528805200627,High
"Scientist, product/process development",Healthcare,Increasing,Low,88443.27,PhD,16,121,8613,5.53,15.39,Germany,55.01,7018.181818181819,Low
Civil Service fast streamer,Transportation,Increasing,Moderate,127590.49,Associate Degree,5,1028,2850,80.8,86.4,Australia,64.9,177.2373540856031,High
Hospital doctor,Retail,Increasing,Low,68766.22,Master’s Degree,4,2402,6663,72.03,98.8,China,29.92,177.3938384679434,High
Aid worker,IT,Increasing,High,65837.11,Bachelor’s Degree,3,9480,7096,96.22,20.69,Canada,23.03,-25.14767932489452,Low
Chartered accountant,Manufacturing,Increasing,Low,50235.18,Bachelor’s Degree,20,8311,9401,86.15,63.28,Australia,31.36,13.115148598243293,Medium
Chiropodist,Healthcare,Increasing,Low,85545.38,Master’s Degree,8,1744,2315,93.73,37.04,USA,31.73,32.74082568807339,Low
Chief of Staff,Manufacturing,Decreasing,Moderate,98958.74,Bachelor’s Degree,17,7923,1834,98.04,67.52,USA,46.0,-76.85220244856747,Medium
Environmental health practitioner,Healthcare,Increasing,High,142616.86,Bachelor’s Degree,8,8830,7825,0.06,37.76,Australia,63.4,-11.381653454133636,Low
"Scientist, biomedical",Retail,Decreasing,Low,125383.44,Associate Degree,0,618,8944,93.99,40.74,USA,61.43,1347.2491909385112,Medium
"Designer, fashion/clothing",Healthcare,Decreasing,Low,113297.32,Associate Degree,8,9548,7281,82.78,79.61,USA,27.5,-23.743192291579387,High
Information systems manager,Transportation,Increasing,High,113991.59,Associate Degree,12,7530,390,69.98,87.79,USA,71.88,-94.82071713147411,High
Broadcast presenter,Finance,Increasing,Low,76181.86,High School,6,6281,7520,49.96,12.27,Brazil,20.76,19.726158255054926,Low
Physiotherapist,Finance,Increasing,Low,54341.13,Associate Degree,17,6967,6939,69.48,10.07,Germany,44.41,-0.40189464618917753,Low
Aid worker,Healthcare,Increasing,Moderate,77429.82,High School,19,3023,7599,42.83,81.12,UK,55.33,151.37280846840886,High
Oceanographer,Manufacturing,Increasing,High,70841.05,Bachelor’s Degree,11,4046,1708,37.3,7.09,Australia,33.01,-57.785467128027676,Low
Interior and spatial designer,IT,Increasing,Low,94442.2,Master’s Degree,12,7885,4787,92.82,8.66,USA,68.68,-39.28979074191503,Low
Clinical biochemist,Entertainment,Increasing,Moderate,68850.84,High School,9,9336,8675,35.99,17.15,Australia,69.08,-7.080119965724078,Low
"Engineer, manufacturing systems",Transportation,Decreasing,High,149781.35,PhD,8,331,9524,68.44,76.12,China,37.94,2777.3413897280966,High
Charity officer,Education,Increasing,Moderate,77432.87,High School,3,152,5053,13.01,80.8,India,53.82,3224.3421052631584,High
Tax inspector,Education,Decreasing,Low,144115.67,Bachelor’s Degree,3,5237,2017,96.21,85.85,Canada,49.69,-61.48558334924575,High
"Journalist, newspaper",Education,Decreasing,Low,95081.03,Associate Degree,15,2526,5731,52.5,74.24,India,23.16,126.88044338875693,High
Commissioning editor,Retail,Increasing,High,47537.77,Bachelor’s Degree,6,4198,7195,2.01,70.85,India,65.91,71.3911386374464,High
IT sales professional,Healthcare,Increasing,Low,130970.36,High School,16,4177,5593,17.66,37.95,Australia,21.92,33.899928178118266,Low
"Engineer, civil (consulting)",Healthcare,Increasing,Low,59210.07,PhD,12,3200,4919,32.7,71.96,Canada,64.95,53.71875000000001,High
Counselling psychologist,Healthcare,Increasing,Moderate,72058.61,PhD,2,7485,6442,87.66,37.7,Brazil,30.52,-13.934535738142953,Low
"Engineer, manufacturing systems",Finance,Increasing,Moderate,109356.55,Master’s Degree,10,9596,9947,93.72,32.66,China,75.6,3.6577740725302212,Low
Community pharmacist,Entertainment,Decreasing,Low,142963.7,High School,16,8857,5261,56.22,13.86,India,31.9,-40.60065484927176,Low
Automotive engineer,Healthcare,Decreasing,High,109415.32,PhD,1,8244,2582,3.67,70.81,USA,22.04,-68.68025230470646,High
Acupuncturist,IT,Increasing,High,117834.71,PhD,6,6486,2155,75.96,65.79,Canada,47.88,-66.77459142769041,Medium
"Teacher, music",Manufacturing,Decreasing,Low,145798.12,Bachelor’s Degree,4,2141,8092,15.59,41.89,Brazil,57.73,277.95422699673054,Medium
Electrical engineer,Education,Increasing,Moderate,57580.63,Associate Degree,4,2067,8768,71.18,66.32,UK,22.9,324.18964683115627,Medium
Theatre manager,Manufacturing,Increasing,High,44557.58,Bachelor’s Degree,7,8600,8451,49.05,83.13,Brazil,65.64,-1.7325581395348837,High
Sales promotion account executive,Finance,Decreasing,Low,34014.29,Bachelor’s Degree,4,9153,4251,72.94,70.21,India,48.75,-53.55621107833497,High
Multimedia programmer,Entertainment,Increasing,Low,56135.47,Associate Degree,4,1229,7369,66.08,21.61,USA,23.48,499.59316517493903,Low
Theatre manager,Entertainment,Increasing,High,91977.75,PhD,3,4837,6074,33.76,25.2,China,54.17,25.573702708290263,Low
Health promotion specialist,Transportation,Increasing,Low,82613.9,Master’s Degree,19,8168,247,94.57,80.17,USA,78.47,-96.97600391772771,High
Mechanical engineer,Healthcare,Decreasing,High,139546.53,Master’s Degree,2,8634,6057,20.93,36.43,India,23.45,-29.847116052814453,Low
Public relations officer,Healthcare,Decreasing,Moderate,114687.7,High School,17,1573,4576,39.34,59.74,USA,32.08,190.9090909090909,Medium
Television production assistant,Healthcare,Decreasing,High,116137.46,Master’s Degree,20,6994,7015,90.45,94.18,Canada,72.82,0.30025736345438947,High
Surgeon,Transportation,Decreasing,High,53663.8,High School,17,4610,349,46.16,53.06,India,43.59,-92.4295010845987,Medium
Clinical psychologist,Education,Decreasing,High,65559.22,Associate Degree,8,3836,7536,98.5,44.05,Australia,70.7,96.4546402502607,Medium
"Buyer, industrial",Entertainment,Decreasing,Low,97707.95,Associate Degree,19,3744,7692,80.78,8.84,India,33.25,105.44871794871796,Low
Geochemist,Finance,Decreasing,Low,125897.7,Master’s Degree,14,2633,6432,9.43,12.37,Germany,51.42,144.28408659323966,Low
"Designer, jewellery",Transportation,Decreasing,Moderate,112131.52,High School,0,224,8836,66.38,49.41,USA,28.07,3844.642857142857,Medium
Psychiatrist,Education,Increasing,Moderate,62451.48,Bachelor’s Degree,7,888,1424,56.65,60.73,USA,57.72,60.36036036036037,Medium
"Surveyor, land/geomatics",Entertainment,Increasing,Moderate,40789.83,Associate Degree,0,9761,5197,34.55,4.13,USA,41.54,-46.757504354062085,Low
Health and safety inspector,Finance,Decreasing,High,80088.65,PhD,1,2618,8552,42.17,85.67,China,32.31,226.66157372039723,High
Hydrogeologist,Transportation,Decreasing,Moderate,136572.76,Associate Degree,9,3166,1962,95.26,2.92,Canada,71.56,-38.02905874921036,Low
Professor Emeritus,Education,Decreasing,Low,97488.67,High School,15,6982,2981,64.6,50.43,Canada,78.54,-57.3044972787167,Medium
Systems developer,Healthcare,Decreasing,High,41201.94,High School,10,4649,7882,14.39,51.91,Brazil,22.4,69.5418369541837,Medium
"Civil engineer, contracting",Education,Decreasing,Low,131949.79,Associate Degree,10,2686,5686,55.48,60.19,China,54.35,111.69024571854058,Medium
Psychotherapist,Education,Increasing,High,79089.3,PhD,15,7630,8829,34.24,73.65,Australia,31.35,15.714285714285714,High
Economist,Retail,Decreasing,Low,34690.02,Associate Degree,11,2224,4485,94.27,88.99,USA,75.8,101.66366906474819,High
Social worker,Transportation,Increasing,Low,48640.55,PhD,9,9839,2285,84.16,86.6,USA,42.18,-76.77609513161907,High
Materials engineer,Education,Increasing,High,107480.14,Associate Degree,9,8209,9061,3.82,54.8,Brazil,42.87,10.378852478986477,Medium
Economist,Healthcare,Decreasing,Low,95776.98,PhD,9,9570,2719,67.1,83.0,USA,68.78,-71.58829676071056,High
Ecologist,IT,Decreasing,Low,72609.75,High School,11,1667,1006,48.97,74.45,UK,72.09,-39.65206958608278,High
"Surveyor, mining",Healthcare,Increasing,Low,112087.25,Master’s Degree,0,1719,9407,24.92,55.04,UK,33.86,447.23676556137286,Medium
"Engineer, maintenance (IT)",Entertainment,Decreasing,Moderate,139712.5,Master’s Degree,10,170,8989,39.05,82.25,USA,24.96,5187.64705882353,High
"Producer, television/film/video",Manufacturing,Decreasing,Low,77192.8,Bachelor’s Degree,5,8599,5317,6.09,89.44,Australia,68.48,-38.16722874752878,High
Building surveyor,Transportation,Increasing,Low,62828.37,Bachelor’s Degree,6,4099,6401,79.93,71.86,USA,29.77,56.160039033910714,High
Radio broadcast assistant,Retail,Decreasing,High,51791.67,PhD,1,8219,8073,84.11,13.02,Brazil,23.01,-1.7763718213894637,Low
Lexicographer,Entertainment,Increasing,Low,55760.02,Associate Degree,12,503,1346,67.15,96.86,Australia,75.13,167.5944333996024,High
"Research officer, political party",Education,Decreasing,High,59454.94,High School,19,6704,5261,0.23,8.69,India,56.43,-21.524463007159905,Low
Educational psychologist,Finance,Increasing,Moderate,42488.01,Associate Degree,5,402,6340,51.41,83.34,USA,53.99,1477.1144278606964,High
Comptroller,IT,Decreasing,High,77281.53,Master’s Degree,5,2875,7619,18.72,2.01,Canada,60.24,165.0086956521739,Low
"Lecturer, higher education",Manufacturing,Decreasing,High,137571.97,Master’s Degree,9,1122,3444,69.87,86.68,China,64.01,206.951871657754,High
Probation officer,Finance,Decreasing,High,130153.62,Bachelor’s Degree,18,6479,5918,5.12,50.34,India,77.22,-8.65874363327674,Medium
Science writer,Transportation,Decreasing,Moderate,113793.89,Master’s Degree,16,7508,2627,63.25,76.79,USA,26.47,-65.01065530101225,High
"Sound technician, broadcasting/film/video",Manufacturing,Increasing,Moderate,107858.12,Associate Degree,4,1568,2277,45.49,8.58,Australia,29.3,45.21683673469388,Low
Exercise physiologist,Manufacturing,Decreasing,Moderate,38098.44,PhD,15,4561,9745,29.47,65.0,China,21.37,113.65928524446393,Medium
Charity fundraiser,Entertainment,Increasing,High,89396.08,PhD,13,1485,7901,21.66,27.42,UK,73.9,432.053872053872,Low
Volunteer coordinator,Manufacturing,Increasing,Low,64110.39,Bachelor’s Degree,8,4618,503,79.42,6.15,Australia,46.97,-89.10783889129493,Low
Sport and exercise psychologist,Transportation,Decreasing,Moderate,34634.36,High School,9,1445,8431,39.76,0.15,Canada,42.83,483.4602076124567,Low
Careers information officer,IT,Increasing,Low,44616.29,Master’s Degree,0,8759,1961,21.95,78.18,USA,65.01,-77.61159949765954,High
Illustrator,Entertainment,Decreasing,Moderate,109252.44,Master’s Degree,19,3532,2877,68.64,12.1,India,64.88,-18.544733861834654,Low
Animal nutritionist,Retail,Decreasing,Moderate,134551.61,PhD,9,2006,1499,63.25,22.5,India,48.14,-25.27417746759721,Low
Medical illustrator,Retail,Decreasing,Moderate,50387.37,High School,7,9588,3110,54.35,78.2,China,54.6,-67.56362119315811,High
Marine scientist,Healthcare,Increasing,Low,62145.09,Bachelor’s Degree,20,908,5230,53.9,29.02,USA,67.75,475.99118942731275,Low
Futures trader,Finance,Decreasing,Low,65680.54,Master’s Degree,3,4224,8820,10.11,85.45,Canada,49.52,108.80681818181819,High
"Teacher, English as a foreign language",Manufacturing,Decreasing,Moderate,68860.07,Associate Degree,5,1268,4689,85.42,0.96,Brazil,45.28,269.794952681388,Low
Occupational therapist,IT,Decreasing,High,73136.88,High School,14,4424,2717,0.5,31.59,Germany,31.24,-38.58499095840868,Low
Chief Marketing Officer,Education,Increasing,Low,41908.92,PhD,7,4748,4606,48.77,69.33,Germany,69.85,-2.990732940185341,Medium
Geophysical data processor,Transportation,Decreasing,Moderate,139500.27,PhD,3,9702,8480,9.99,7.32,Brazil,63.4,-12.595341166769739,Low
"Nurse, learning disability",IT,Decreasing,High,62613.61,PhD,17,243,6694,77.06,88.97,UK,32.52,2654.732510288066,High
"Psychologist, occupational",Entertainment,Decreasing,Low,120206.9,Associate Degree,15,9481,2028,19.19,20.33,Australia,39.56,-78.60985128151039,Low
Dentist,Entertainment,Decreasing,Low,115182.65,Master’s Degree,14,2856,9310,6.38,14.4,Germany,53.54,225.98039215686273,Low
Garment/textile technologist,Manufacturing,Increasing,Low,81958.04,Bachelor’s Degree,20,4340,5232,98.37,46.01,India,61.1,20.55299539170507,Medium
Editorial assistant,Education,Decreasing,Low,71644.15,High School,4,3045,1378,81.55,3.23,China,25.9,-54.74548440065682,Low
"Psychologist, forensic",IT,Decreasing,Low,65452.56,Bachelor’s Degree,6,4803,5188,54.95,27.81,China,47.25,8.015823443681033,Low
Animal nutritionist,Healthcare,Increasing,High,120403.35,Associate Degree,10,1909,4486,6.5,3.78,China,46.43,134.99214248297537,Low
Information officer,Entertainment,Decreasing,High,63922.67,Associate Degree,8,3749,3871,23.78,45.19,India,27.49,3.254201120298746,Medium
Chiropractor,Retail,Increasing,High,39063.23,Master’s Degree,16,7619,171,25.96,4.57,Germany,29.78,-97.75561097256858,Low
"Journalist, magazine",Transportation,Decreasing,Low,87747.13,Master’s Degree,5,5541,8177,11.37,59.36,China,28.0,47.5726403176322,Medium
Armed forces operational officer,Retail,Decreasing,High,32711.55,PhD,2,4236,7478,33.88,32.53,UK,72.52,76.53446647780925,Low
Advertising copywriter,Transportation,Increasing,Moderate,116905.6,PhD,2,2185,4567,15.69,49.96,Canada,60.74,109.01601830663617,Medium
IT sales professional,Education,Increasing,Low,131535.74,PhD,14,9371,5079,37.31,9.83,Australia,24.34,-45.800875040017075,Low
Corporate investment banker,Healthcare,Increasing,Moderate,56050.88,Master’s Degree,12,9185,7504,15.08,44.12,USA,49.53,-18.3015786608601,Medium
Transport planner,Finance,Increasing,Moderate,43050.93,PhD,4,3427,8781,12.68,55.56,Germany,72.34,156.2299387219142,Medium
Optometrist,Healthcare,Increasing,Moderate,89305.37,Associate Degree,0,1614,9361,88.12,67.51,UK,45.37,479.9876084262701,Medium
Financial planner,Manufacturing,Increasing,Low,133185.53,PhD,13,6299,4010,49.82,92.83,UK,42.36,-36.33910144467376,High
"Conservator, museum/gallery",Healthcare,Increasing,Moderate,51527.99,Master’s Degree,20,7946,6972,77.38,99.61,UK,70.92,-12.257739743267052,High
"Nurse, learning disability",Finance,Increasing,Low,74684.0,High School,9,271,7737,0.85,10.04,China,24.38,2754.981549815498,Low
Public affairs consultant,IT,Increasing,Moderate,73645.29,Master’s Degree,2,7217,9462,90.12,19.41,India,73.35,31.107108216710543,Low
"Education officer, community",Retail,Increasing,Moderate,32140.99,High School,1,9634,8178,20.35,20.01,Germany,50.43,-15.113140959103177,Low
